,model,prompt_method,prompt_short,sample_size,target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
1894,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.548,80.0,2.415,3.3,2.447e+20,29810000000000.0,5.3
1895,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.459,30.0,2.364,3.3,6.388e+20,78780000000000.0,5.0
1896,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,500.0,132.189,2.687,3.216e+21,264400000000000.0,37.8
1897,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.794,279.0,2.351,3.3,6.834e+19,8432000000000.0,5.9
1898,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.327,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.3
1899,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.621,463.0,2.387,3.3,4.181e+19,5155000000000.0,5.1
1900,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,30.0,2.379,3.3,6.431e+20,79300000000000.0,5.8
1901,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.341,3.3,6.327e+20,78030000000000.0,4.6
1902,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.621,3.3,4.712e+19,5812000000000.0,5.2
1903,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.315,3.3,6.257e+20,77170000000000.0,4.2
1904,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,102.5,2.35,3.25e+21,215800000000000.0,38.5
1905,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.685,187.0,2.387,3.3,1.035e+20,12760000000000.0,6.5
1906,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.501,30.0,2.358,3.3,6.372e+20,78590000000000.0,4.8
1907,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.921,279.0,2.352,3.3,6.836e+19,8430000000000.0,5.6
1908,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.356,30.0,2.336,3.3,6.313e+20,77860000000000.0,4.4
1909,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,80.0,2.412,3.3,2.444e+20,30150000000000.0,5.9
1910,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.614,30.0,2.401,3.3,6.489e+20,80040000000000.0,6.0
1911,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.403,30.0,2.345,3.3,6.338e+20,78170000000000.0,4.5
1912,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.852,279.0,1.592,3.3,4.627e+19,5707000000000.0,5.4
1913,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.561,463.0,2.411,3.3,4.221e+19,5206000000000.0,5.0
1914,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.5,500.0,45.6,2.8,1.156e+21,91200000000000.0,32.0
1915,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.732,30.0,2.417,3.3,6.532e+20,80560000000000.0,6.4
1916,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.298,30.0,2.322,3.3,6.276e+20,77400000000000.0,4.3
1917,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.647,187.0,2.376,3.3,1.03e+20,12710000000000.0,5.8
1918,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.515,30.0,2.361,3.3,6.38e+20,78690000000000.0,4.7
1919,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.892,279.0,2.337,3.3,6.792e+19,8376000000000.0,5.5
1920,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.384,30.0,2.342,3.3,6.33e+20,78070000000000.0,4.4
1921,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.706,80.0,2.405,3.3,2.437e+20,30060000000000.0,5.7
1922,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.627,30.0,2.394,3.3,6.47e+20,79800000000000.0,5.9
1923,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,2.0,475.0,75.8,2.6,2.45e+21,159600000000000.0,35.5
1924,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.453,30.0,2.351,3.3,6.354e+20,78360000000000.0,4.6
1925,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.612,30.0,2.381,3.3,6.436e+20,79370000000000.0,5.8
1926,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,95.234,2.315,3.215e+21,200500000000000.0,38.2
1927,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.529,279.0,1.587,3.3,4.612e+19,5689000000000.0,4.2
1928,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.783,30.0,2.402,3.3,6.492e+20,80080000000000.0,6.5
1929,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.451,80.0,2.411,3.3,2.443e+20,30140000000000.0,5.2
1930,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,6.5,500.0,142.891,2.985,3.216e+21,285800000000000.0,35.6
1931,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.698,30.0,2.359,3.3,6.376e+20,78640000000000.0,5.9
1932,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.287,30.0,2.317,3.3,6.262e+20,77230000000000.0,4.6
1933,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.915,187.0,2.392,3.3,1.037e+20,12790000000000.0,6.4
1934,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.573,463.0,2.412,3.3,4.224e+19,5210000000000.0,5.1
1935,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.2,1200.0,210.5,45.0,6.912e+18,175400000000000.0,18.5
1936,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.351,3.3,6.354e+20,78360000000000.0,4.7
1937,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,279.0,2.318,3.3,6.737e+19,8308000000000.0,5.2
1938,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.638,30.0,2.395,3.3,6.472e+20,79830000000000.0,6.0
1939,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.512,30.0,2.372,3.3,6.411e+20,79070000000000.0,5.5
1940,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,2.8,475.0,82.176,2.187,3.095e+21,173000000000000.0,36.8
1941,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.403,30.0,2.343,3.3,6.332e+20,78090000000000.0,4.8
1942,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.691,279.0,1.592,3.3,4.628e+19,5708000000000.0,4.6
1943,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.558,80.0,2.437,3.3,2.47e+20,30460000000000.0,5.3
1944,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.789,30.0,2.418,3.3,6.536e+20,80610000000000.0,6.3
1945,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.326,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.5
1946,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.875,187.0,2.371,3.3,1.028e+20,12680000000000.0,6.1
1947,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.602,463.0,2.398,3.3,4.2e+19,5180000000000.0,4.9
1948,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.457,30.0,2.361,3.3,6.381e+20,78700000000000.0,5.0
1949,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,500.0,131.457,2.782,3.186e+21,262900000000000.0,33.9
1950,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.31,3.3,6.24e+20,77000000000000.0,4.4
1951,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,30.0,2.41,3.3,6.51e+20,80330000000000.0,6.2
1952,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,279.0,1.58,3.3,4.59e+19,5670000000000.0,4.0
1953,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.33,3.3,6.3e+20,77700000000000.0,4.8
1954,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.681,187.0,2.39,3.3,1.04e+20,12780000000000.0,5.5
1955,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.525,30.0,2.36,3.3,6.38e+20,78670000000000.0,4.9
1956,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.912,279.0,2.35,3.3,6.83e+19,8420000000000.0,5.8
1957,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.401,30.0,2.34,3.3,6.32e+20,78000000000000.0,4.6
1958,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.637,463.0,2.41,3.3,4.22e+19,5210000000000.0,5.0
1959,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.795,30.0,2.41,3.3,6.51e+20,80400000000000.0,6.5
1960,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.331,30.0,2.32,3.3,6.27e+20,77330000000000.0,4.2
1961,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.559,80.0,2.41,3.3,2.44e+20,30130000000000.0,4.8
1962,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.701,279.0,1.59,3.3,4.62e+19,5700000000000.0,4.5
1963,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.876,30.0,2.43,3.3,6.57e+20,81000000000000.0,6.8
1964,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.493,30.0,2.35,3.3,6.35e+20,78330000000000.0,4.7
1965,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,279.0,1.57,3.3,4.56e+19,5620000000000.0,4.2
1966,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.742,30.0,2.4,3.3,6.49e+20,80000000000000.0,6.0
1967,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.289,30.0,2.31,3.3,6.24e+20,77000000000000.0,4.0
1968,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.951,187.0,2.37,3.3,1.03e+20,12670000000000.0,6.0
1969,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.578,30.0,2.38,3.3,6.43e+20,79330000000000.0,5.2
1970,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.413,463.0,2.39,3.3,4.19e+19,5170000000000.0,4.6
1971,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,95.0,2.3,3.45e+21,200000000000000.0,38.5
1972,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,3.5,1200.0,180.0,40.0,2.5e+19,150000000000000.0,12.0
1973,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.6,500.0,120.0,3.8,1.4e+21,240000000000000.0,58.0
1974,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,8.0,500.0,140.0,3.0,2.5e+21,280000000000000.0,35.0
1975,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.587,30.0,2.389,3.3,6.457e+20,79630000000000.0,5.8
1976,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.312,3.3,6.249e+20,77080000000000.0,4.2
1977,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.592,3.3,4.628e+19,5708000000000.0,4.9
1978,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,80.0,2.401,3.3,2.433e+20,30010000000000.0,5.2
1979,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,30.0,2.358,3.3,6.373e+20,78590000000000.0,6.1
1980,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,115.621,2.5,3.427e+21,243400000000000.0,41.2
1981,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.691,187.0,2.392,3.3,1.037e+20,12790000000000.0,6.5
1982,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.512,30.0,2.371,3.3,6.408e+20,79030000000000.0,4.7
1983,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,30.0,2.421,3.3,6.543e+20,80700000000000.0,6.7
1984,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.301,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.6
1985,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.902,279.0,2.351,3.3,6.833e+19,8428000000000.0,5.6
1986,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.555,463.0,2.412,3.3,4.224e+19,5209000000000.0,5.1
1987,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,5.5,1600.0,280.0,58.0,4.615e+18,175000000000000.0,17.5
1988,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.726,30.0,2.405,3.3,6.5e+20,80170000000000.0,6.4
1989,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.284,30.0,2.331,3.3,6.3e+20,77700000000000.0,4.3
1990,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.998,187.0,2.359,3.3,1.023e+20,12620000000000.0,6.3
1991,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.613,30.0,2.387,3.3,6.452e+20,79570000000000.0,5.9
1992,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.483,279.0,1.573,3.3,4.571e+19,5637000000000.0,4.2
1993,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,10.0,500.0,158.241,2.7,3.892e+21,316500000000000.0,38.5
1994,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.571,80.0,2.417,3.3,2.449e+20,30210000000000.0,5.3
1995,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.698,30.0,2.412,3.3,6.518e+20,80390000000000.0,6.6
1996,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.281,30.0,2.302,3.3,6.222e+20,76740000000000.0,4.1
1997,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.872,279.0,2.337,3.3,6.792e+19,8375000000000.0,5.7
1998,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.532,30.0,2.378,3.3,6.427e+20,79260000000000.0,5.0
1999,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.619,463.0,2.398,3.3,4.2e+19,5180000000000.0,5.4
2000,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.583,30.0,2.412,3.3,6.519e+20,80400000000000.0,5.8
2001,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.421,279.0,1.585,3.3,4.607e+19,5682000000000.0,4.2
2002,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,80.0,2.437,3.3,2.47e+20,30460000000000.0,5.7
2003,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.315,30.0,2.351,3.3,6.354e+20,78370000000000.0,4.6
2004,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,105.732,2.38,3.498e+21,222600000000000.0,39.8
2005,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.892,187.0,2.389,3.3,1.036e+20,12780000000000.0,6.5
2006,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.537,30.0,2.378,3.3,6.428e+20,79270000000000.0,5.2
2007,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.691,279.0,1.593,3.3,4.629e+19,5709000000000.0,4.7
2008,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,463.0,2.411,3.3,4.222e+19,5207000000000.0,4.9
2009,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.726,30.0,2.415,3.3,6.528e+20,80510000000000.0,6.4
2010,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.308,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.4
2011,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.957,279.0,2.351,3.3,6.833e+19,8426000000000.0,5.8
2012,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,80.0,2.428,3.3,2.461e+20,30350000000000.0,5.3
2013,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.413,30.0,2.367,3.3,6.397e+20,78890000000000.0,4.8
2014,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,7.5,500.0,148.521,2.895,3.524e+21,297000000000000.0,36.5
2015,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.784,30.0,2.421,3.3,6.544e+20,80700000000000.0,6.6
2016,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.532,279.0,1.575,3.3,4.577e+19,5644000000000.0,4.1
2017,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.698,187.0,2.395,3.3,1.039e+20,12810000000000.0,6.0
2018,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.359,30.0,2.343,3.3,6.332e+20,78090000000000.0,4.7
2019,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.874,30.0,2.435,3.3,6.582e+20,81180000000000.0,6.7
2020,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.456,463.0,2.398,3.3,4.2e+19,5180000000000.0,4.6
2021,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.621,30.0,2.406,3.3,6.502e+20,80190000000000.0,5.9
2022,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.293,30.0,2.318,3.3,6.265e+20,77270000000000.0,4.3
2023,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.936,279.0,2.343,3.3,6.81e+19,8399000000000.0,5.6
2024,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,500.0,137.889,2.726,3.282e+21,275800000000000.0,33.7
2025,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.587,30.0,2.385,3.3,6.446e+20,79500000000000.0,5.8
2026,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.312,3.3,6.248e+20,77060000000000.0,4.2
2027,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.592,3.3,4.627e+19,5707000000000.0,4.9
2028,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.356,3.3,6.367e+20,78530000000000.0,4.6
2029,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,80.0,2.412,3.3,2.444e+20,30150000000000.0,5.2
2030,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.701,187.0,2.398,3.3,1.04e+20,12830000000000.0,6.5
2031,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.328,30.0,2.341,3.3,6.327e+20,78030000000000.0,4.4
2032,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.955,279.0,2.352,3.3,6.835e+19,8430000000000.0,6.1
2033,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.619,30.0,2.423,3.3,6.549e+20,80770000000000.0,6.0
2034,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.412,30.0,2.368,3.3,6.401e+20,78940000000000.0,4.7
2035,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.6,500.0,118.324,3.845,1.397e+21,236600000000000.0,58.5
2036,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.735,30.0,2.415,3.3,6.528e+20,80510000000000.0,6.7
2037,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.283,30.0,2.302,3.3,6.221e+20,76720000000000.0,4.1
2038,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.568,463.0,2.408,3.3,4.217e+19,5201000000000.0,4.9
2039,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.894,187.0,2.392,3.3,1.037e+20,12790000000000.0,6.8
2040,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.521,30.0,2.378,3.3,6.428e+20,79270000000000.0,5.0
2041,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.673,279.0,1.585,3.3,4.607e+19,5682000000000.0,4.7
2042,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.389,30.0,2.346,3.3,6.34e+20,78200000000000.0,4.5
2043,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.758,30.0,2.432,3.3,6.573e+20,81070000000000.0,6.9
2044,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.4,500.0,95.628,3.212,1.622e+21,191300000000000.0,45.5
2045,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.502,80.0,2.387,3.3,2.419e+20,29840000000000.0,4.8
2046,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.635,30.0,2.401,3.3,6.489e+20,80030000000000.0,6.1
2047,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.298,30.0,2.318,3.3,6.265e+20,77270000000000.0,4.3
2048,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.981,279.0,2.358,3.3,6.853e+19,8452000000000.0,6.0
2049,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,2.5,1200.0,180.0,45.0,6.283e+18,150000000000000.0,12.5
2050,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.573,30.0,2.378,3.3,6.427e+20,79260000000000.0,5.2
2051,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,279.0,1.581,3.3,4.595e+19,5667000000000.0,4.1
2052,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,95.6,2.35,3.265e+21,201300000000000.0,38.7
2053,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,30.0,2.412,3.3,6.519e+20,80400000000000.0,6.5
2054,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.301,30.0,2.325,3.3,6.284e+20,77500000000000.0,4.7
2055,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.756,187.0,2.398,3.3,1.04e+20,12830000000000.0,6.7
2056,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.527,80.0,2.417,3.3,2.449e+20,30210000000000.0,5.1
2057,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.893,279.0,2.351,3.3,6.832e+19,8425000000000.0,5.8
2058,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.5,500.0,138.2,3.1,2.841e+21,276400000000000.0,35.2
2059,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,30.0,2.389,3.3,6.457e+20,79630000000000.0,5.9
2060,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.302,3.3,6.222e+20,76740000000000.0,4.4
2061,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,463.0,2.408,3.3,4.216e+19,5200000000000.0,5.2
2062,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.502,30.0,2.359,3.3,6.376e+20,78630000000000.0,4.9
2063,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.681,187.0,2.387,3.3,1.035e+20,12760000000000.0,5.6
2064,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.597,30.0,2.401,3.3,6.489e+20,80030000000000.0,6.1
2065,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.421,80.0,2.375,3.3,2.407e+20,29690000000000.0,4.7
2066,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.733,279.0,2.337,3.3,6.791e+19,8376000000000.0,5.3
2067,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,2.9,475.0,87.4,2.41,2.807e+21,184000000000000.0,32.5
2068,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.559,30.0,2.382,3.3,6.438e+20,79400000000000.0,5.7
2069,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.847,30.0,2.426,3.3,6.557e+20,80870000000000.0,6.6
